118.100,EHAM TWR\n18C/27
135.110,EHAM TWR\n06/24
119.225,EHAM TWR\n18L/22
118.280,EHAM TWR\n18R
124.300,EHAM INFO
132.980,EHAM ATIS\nARR
122.205,EHAM ATIS\nDEP
121.980,EHAM DEL
123.850,EHAA RDR3\nSTH
118.201,EHRD TWR
122.180,EHRD\nCLR/DEL
122.990,EHRD APP
128.565,EHRD ATIS
